Date,Price
2021-07-04 22:15:00,35530.815556
2021-07-04 22:16:00,35533.983795
2021-07-04 22:16:00,35537.593805
2021-07-04 22:17:00,35531.753376
2021-07-04 22:17:00,35527.186749
2021-07-04 22:17:00,35526.774948
2021-07-04 22:18:00,35525.726746
2021-07-04 22:19:00,35529.251833
2021-07-04 22:19:00,35529.251833
2021-07-04 22:19:00,35533.029866
2021-07-04 22:20:00,35530.759962
2021-07-04 22:21:00,35525.197704
2021-07-04 22:21:00,35514.887167
2021-07-04 22:22:00,35498.221993
2021-07-04 22:22:00,35498.171393
2021-07-04 22:22:00,35498.171393
2021-07-04 22:22:00,35495.524674
2021-07-04 22:22:00,35495.524674
2021-07-04 22:24:00,35472.862095
2021-07-04 22:25:00,35475.217488
2021-07-04 22:26:00,35478.378825
2021-07-04 22:26:00,35486.120121
2021-07-04 22:26:00,35492.442481
2021-07-04 22:27:00,35492.679339
2021-07-04 22:28:00,35499.168288
2021-07-04 22:28:00,35496.422018
2021-07-04 22:28:00,35498.682025
2021-07-04 22:29:00,35496.631171
2021-07-04 22:30:00,35501.31415
2021-07-04 22:30:00,35503.778882
2021-07-04 22:31:00,35514.994696
2021-07-04 22:31:00,35510.996921
2021-07-04 22:31:00,35509.601593
2021-07-04 22:32:00,35515.109853
2021-07-04 22:33:00,35516.307785
2021-07-04 22:33:00,35517.45213
2021-07-04 22:34:00,35520.064107
2021-07-04 22:34:00,35522.580178
2021-07-04 22:35:00,35521.047261
2021-07-04 22:35:00,35521.047261
2021-07-04 22:35:00,35524.200672
2021-07-04 22:35:00,35524.200672
2021-07-04 22:35:00,35524.200672
2021-07-04 22:35:00,35524.200672
2021-07-04 22:37:00,35527.117913
2021-07-04 22:37:00,35527.117913
2021-07-04 22:37:00,35527.117913
2021-07-04 22:39:00,35532.881075
2021-07-04 22:39:00,35532.881075
2021-07-04 22:39:00,35532.881075
2021-07-04 22:41:00,35517.271609
2021-07-04 22:42:00,35516.940677
2021-07-04 22:43:00,35513.490578
2021-07-04 22:43:00,35516.844076
2021-07-04 22:44:00,35517.129916
2021-07-04 22:44:00,35517.129916
2021-07-04 22:45:00,35527.453398
2021-07-04 22:46:00,35527.956224
2021-07-04 22:46:00,35514.032016
2021-07-04 22:47:00,35508.323213
2021-07-04 22:47:00,35508.841462
2021-07-04 22:47:00,35504.663418
2021-07-04 22:47:00,35504.663418
2021-07-04 22:47:00,35504.663418
2021-07-04 22:49:00,35502.920875
2021-07-04 22:50:00,35503.456118
2021-07-04 22:50:00,35501.873177
2021-07-04 22:51:00,35501.150633
2021-07-04 22:51:00,35498.677932
2021-07-04 22:52:00,35013.600064
2021-07-04 22:53:00,35013.600064
2021-07-04 22:54:00,35013.600064
