Date,Price
2021-06-21 22:29:00,32661.251433
2021-06-21 22:29:00,32589.480717
2021-06-21 22:30:00,32550.384764
2021-06-21 22:31:00,32507.245174
2021-06-21 22:31:00,32494.753303
2021-06-21 22:32:00,32472.67477
2021-06-21 22:32:00,32472.67477
2021-06-21 22:33:00,32446.643195
2021-06-21 22:33:00,32425.79714
2021-06-21 22:34:00,32408.875191
2021-06-21 22:34:00,32400.458282
2021-06-21 22:35:00,32402.062969
2021-06-21 22:35:00,32406.378664
2021-06-21 22:35:00,32424.416307
2021-06-21 22:35:00,32424.416307
2021-06-21 22:35:00,32424.416307
2021-06-21 22:35:00,32424.416307
2021-06-21 22:37:00,32415.958372
2021-06-21 22:37:00,32415.958372
2021-06-21 22:38:00,32405.676642
2021-06-21 22:39:00,32413.986905
2021-06-21 22:40:00,32444.602379
2021-06-21 22:40:00,32445.523665
2021-06-21 22:40:00,32447.138952
2021-06-21 22:41:00,32465.064217
2021-06-21 22:42:00,32466.386026
2021-06-21 22:42:00,32472.891634
2021-06-21 22:42:00,32470.505323
2021-06-21 22:42:00,32470.505323
2021-06-21 22:44:00,32459.730177
2021-06-21 22:44:00,32479.567518
2021-06-21 22:45:00,32446.429028
2021-06-21 22:45:00,32446.429028
2021-06-21 22:45:00,32393.505324
2021-06-21 22:47:00,32392.670047
2021-06-21 22:47:00,32406.624204
2021-06-21 22:47:00,32424.441162
2021-06-21 22:48:00,32427.950269
2021-06-21 22:49:00,32469.937379
2021-06-21 22:49:00,32471.99444
2021-06-21 22:50:00,32472.367534
2021-06-21 22:50:00,32466.73041
2021-06-21 22:50:00,32470.480168
2021-06-21 22:51:00,32475.234479
2021-06-21 22:52:00,32481.534837
2021-06-21 22:52:00,32470.967943
2021-06-21 22:53:00,32465.755952
2021-06-21 22:53:00,32472.140652
2021-06-21 22:54:00,32472.18168
2021-06-21 22:54:00,32474.450757
2021-06-21 22:54:00,32474.450757
2021-06-21 22:54:00,32474.450757
2021-06-21 22:54:00,32474.450757
2021-06-21 22:56:00,32474.24363
2021-06-21 22:56:00,32474.24363
2021-06-21 22:57:00,32547.195334
2021-06-21 22:58:00,32564.271599
2021-06-21 22:58:00,32609.782856
2021-06-21 22:59:00,32619.077307
2021-06-21 22:59:00,32608.842191
2021-06-21 23:00:00,32598.5698
2021-06-21 23:00:00,32600.667147
2021-06-21 23:01:00,32609.428548
2021-06-21 23:01:00,32629.301616
2021-06-21 23:02:00,32628.400151
2021-06-21 23:02:00,32616.213964
2021-06-21 23:03:00,32605.085378
2021-06-21 23:03:00,32614.289061
2021-06-21 23:04:00,32610.007761
2021-06-21 23:04:00,32621.981247
2021-06-21 23:05:00,32621.979422
2021-06-21 23:05:00,32615.804907
2021-06-21 23:06:00,32634.914832
2021-06-21 23:06:00,32638.432922
2021-06-21 23:06:00,32638.432922
2021-06-21 23:07:00,32647.751942
2021-06-21 23:07:00,32647.751942
2021-06-21 23:07:00,32647.751942
2021-06-21 23:07:00,32647.751942
2021-06-21 23:09:00,32581.541748
2021-06-21 23:09:00,32581.541748
2021-06-21 23:09:00,32581.541748
2021-06-21 23:10:00,32538.500039
2021-06-21 23:10:00,32538.500039
2021-06-21 23:12:00,32538.512812
2021-06-21 23:12:00,32538.512812
2021-06-21 23:12:00,32538.512812
2021-06-21 23:13:00,32456.132689
2021-06-21 23:14:00,32456.188789
2021-06-21 23:14:00,32415.301783
2021-06-21 23:15:00,32418.977339
2021-06-21 23:15:00,32440.802136
2021-06-21 23:16:00,32460.355176
2021-06-21 23:17:00,32470.9078
2021-06-21 23:17:00,32488.541989
2021-06-21 23:17:00,32516.324192
2021-06-21 23:18:00,32532.693118
2021-06-21 23:19:00,32526.919786
2021-06-21 23:19:00,32499.371628
2021-06-21 23:20:00,32464.596325
2021-06-21 23:20:00,32462.491187
2021-06-21 23:21:00,32480.360535
2021-06-21 23:21:00,32480.841864
2021-06-21 23:22:00,32455.27729
2021-06-21 23:22:00,32455.27729
2021-06-21 23:22:00,32440.16056
2021-06-21 23:23:00,32512.613996
2021-06-21 23:24:00,32514.87618
2021-06-21 23:24:00,32495.307064
2021-06-21 23:25:00,32471.280251
2021-06-21 23:25:00,32470.853152
2021-06-21 23:26:00,32490.190151
2021-06-21 23:26:00,32516.03389
2021-06-21 23:27:00,32524.602596
2021-06-21 23:27:00,32508.177115
2021-06-21 23:28:00,32476.628614
2021-06-21 23:28:00,32482.10713
2021-06-21 23:29:00,35094.940589
2021-06-21 23:30:00,35094.940589
2021-06-21 23:31:00,35094.940589
