date,predicted_trend,actual_trend,predicted_rate,actual_rate
2021-06-19 08:13:52,Down,Down,0.010111,0.0

2021-06-19 08:15:01,Down,Up,0.005768,0.00061

2021-06-19 08:17:01,Down,Up,0.004625,0.000204

2021-06-19 08:19:01,Down,Up,0.019017,0.000474

2021-06-19 08:21:01,Down,Up,0.002611,0.000991

2021-06-19 08:23:01,Down,Up,0.004273,0.00018

2021-06-19 08:25:01,Up,Down,0.00496,0.000125

2021-06-19 13:53:01,Up,Down,0.00254,0.000774

2021-06-19 13:55:01,Down,Up,0.01038,3.5e-05

2021-06-19 14:07:01,Down,Down,0.000267,5.8e-05

2021-06-19 14:13:01,Up,Up,0.010883,0.000248

2021-06-19 14:21:01,Up,Up,0.007342,0.0

2021-06-19 14:21:55,Up,Up,0.004276,0.0

2021-06-19 14:24:01,Down,Down,0.000259,0.000121

