timestamp,price,volume

1623273247,36552.455886,52788095825.827133

1623273308,36560.301601,52788095825.827133

1623273369,36582.176308,52788095825.827133

1623273430,36566.071614,52788095825.827133

1623273491,36475.417795,52788095825.827133

1623273552,36341.389633,52788095825.827133

1623273613,36350.191355,52788095825.827133

1623273675,36340.773081,52305870870.144821

1623273736,36256.269112,52305870870.144821

1623273797,36256.238316,52305870870.144821

1623273858,36273.208454,52305870870.144821

1623273919,36284.724169,52305870870.144821

1623273980,36300.434466,52305870870.144821

1623274041,36316.617589,52305870870.144821

1623274102,36315.956224,52305870870.144821

1623274163,36293.636967,52305870870.144821

1623274224,36291.948264,52305870870.144821

1623274285,36357.292656,52145182733.211678

1623274346,36373.443848,52145182733.211678

1623274407,36395.106877,52145182733.211678

1623274468,36413.169029,52145182733.211678

1623274529,36412.860918,52145182733.211678

1623274590,36417.420552,52145182733.211678

1623274651,36396.599928,52145182733.211678

1623274712,36458.554477,52145182733.211678

1623274773,36453.076288,52145182733.211678

1623274834,36456.664913,52145182733.211678

1623274895,36495.918201,52145182733.211678

1623274956,36518.945323,52145182733.211678

1623275017,36565.037792,52145182733.211678

1623275078,36566.477278,52145182733.211678

1623275139,36705.901405,52145182733.211678

1623275200,36705.744507,52145182733.211678

1623275261,36759.408960,52145182733.211678

1623275322,36718.364173,52145182733.211678

1623275383,36725.404882,52145182733.211678

1623275444,36725.869935,52145182733.211678

1623275505,36716.543277,52145182733.211678

1623275566,36624.239100,52145182733.211678

1623275627,36730.957061,52145182733.211678

1623275688,36719.993080,52145182733.211678

1623275749,36712.724593,52145182733.211678

1623275810,36696.686061,52145182733.211678

1623275871,36701.411891,52145182733.211678

1623275932,36685.164843,52145182733.211678

1623275993,36677.074826,52549451083.098175

1623276054,36622.473879,52549451083.098175

1623276115,36661.186821,52549451083.098175

1623276176,36658.314257,52549451083.098175

1623276237,36660.336030,52549451083.098175

1623276298,36661.215762,52549451083.098175

1623276359,36670.506265,52549451083.098175

1623276420,36680.612811,52549451083.098175

1623276481,36660.408288,52549451083.098175

1623276542,36705.619132,52549451083.098175

1623276603,36566.655237,52549451083.098175

1623276664,36602.409260,52549451083.098175

1623276725,36623.398899,52549451083.098175

1623276786,36629.990579,52549451083.098175

1623276847,36666.404249,52549451083.098175

1623276908,36690.561375,52549451083.098175

1623276969,36785.350822,52549451083.098175

1623277030,36753.169800,52549451083.098175

1623277091,36858.225304,52549451083.098175

1623277153,36899.421147,52549451083.098175

1623277213,36915.599721,52549451083.098175

1623277274,36883.525933,52549451083.098175

1623277336,36847.421331,52549451083.098175

1623277397,36857.112898,52549451083.098175

1623277457,36904.425036,52549451083.098175

1623277518,36940.365623,52549451083.098175

1623277580,37288.483583,52549451083.098175

1623277641,37216.827927,52549451083.098175

1623277702,37239.189041,52549451083.098175

1623277762,37139.706760,52549451083.098175

1623277823,37213.798726,52549451083.098175

1623277884,37101.959736,52549451083.098175

1623277946,37064.866907,52549451083.098175

1623278006,37044.851253,52549451083.098175

1623278067,36963.733868,52549451083.098175

1623278128,37019.126151,52549451083.098175

1623278189,37108.672759,52549451083.098175

1623278250,37124.693149,52549451083.098175

1623278311,37141.740423,52549451083.098175

1623278372,37141.022093,52549451083.098175

1623278433,37134.523395,52549451083.098175

1623278494,37139.860060,52549451083.098175

1623278556,37102.457452,52549451083.098175

1623278617,37127.363458,52549451083.098175

1623278678,37136.557650,52549451083.098175

1623278739,37134.809032,52549451083.098175

1623278800,37172.337530,52549451083.098175

1623278861,37186.812593,52549451083.098175

1623278922,37144.101831,52549451083.098175

1623278983,37121.115445,52549451083.098175

1623279044,37114.252175,52549451083.098175

1623279105,37079.068729,52549451083.098175

1623279166,37119.940722,52549451083.098175

1623279227,37191.729056,52549451083.098175

1623279287,37155.314228,52549451083.098175

1623279348,37105.381175,52549451083.098175

1623279409,37110.037279,52549451083.098175

1623279471,37146.604155,52549451083.098175

1623279532,37155.640172,52549451083.098175

1623279593,37116.092256,53751789431.005714

1623279654,37039.136005,53751789431.005714

1623279715,37031.225128,53751789431.005714

1623279776,37006.959276,53751789431.005714

1623279837,37013.109308,53751789431.005714

1623279898,37030.504673,53751789431.005714

1623279959,37097.634466,53751789431.005714

1623280020,37086.604889,53751789431.005714

1623280081,37136.945333,53751789431.005714

1623280142,37148.777006,53751789431.005714

1623280203,37184.318432,53751789431.005714

1623280264,37176.213159,53751789431.005714

1623280325,37174.324958,53751789431.005714

1623280386,37233.210493,53751789431.005714

1623280447,37324.867393,53751789431.005714

1623280508,37265.705919,53751789431.005714

1623280569,37249.423071,53751789431.005714

1623280630,37178.430869,53751789431.005714

1623280691,37239.798549,53751789431.005714

1623280752,37250.966131,53751789431.005714

1623280813,37242.116993,53751789431.005714

1623280874,37235.240274,53751789431.005714

1623280935,37222.072050,53751789431.005714

1623280996,37242.477227,53751789431.005714

1623281057,37241.343683,53751789431.005714

1623281118,37273.706924,53751789431.005714

1623281179,37240.462036,53751789431.005714

1623281240,37344.544070,53751789431.005714

1623281301,37367.372098,53751789431.005714

1623281362,37355.897673,53751789431.005714

1623281423,37396.600798,53751789431.005714

1623281484,37391.172935,53751789431.005714

1623281545,37446.914568,53751789431.005714

1623281606,37430.543178,53751789431.005714

1623281667,37403.047332,53751789431.005714

1623281728,37478.136036,53751789431.005714

1623281789,37497.303313,53751789431.005714

1623281850,37471.335172,53751789431.005714

1623281911,37510.442684,53751789431.005714

1623281972,37517.354577,53751789431.005714

1623282033,37532.382201,53751789431.005714

1623282094,37534.509203,53751789431.005714

1623282155,37433.630144,53751789431.005714

1623282216,37424.207728,53751789431.005714

1623282277,37419.591323,53751789431.005714

1623282338,37375.294817,53751789431.005714

1623282399,37380.853304,53751789431.005714

1623282460,37429.131522,53751789431.005714

1623282521,37422.464483,53751789431.005714

1623282582,37449.075538,53751789431.005714

1623282643,37397.196344,53751789431.005714

1623282704,37349.697269,53751789431.005714

1623282766,37382.222468,53751789431.005714

1623282826,37346.377633,53751789431.005714

1623282888,37366.388100,53751789431.005714

1623282948,37347.346297,53751789431.005714

1623283009,37284.970272,53751789431.005714

1623283070,37294.617597,53751789431.005714

1623283131,37347.799989,53751789431.005714

1623283192,37385.154682,53972919007.616989

1623283253,37437.710465,53972919007.616989

1623283314,37348.753033,53972919007.616989

1623283376,37599.629071,53972919007.616989

1623283437,37529.479835,53972919007.616989

1623283498,37418.011660,53972919007.616989

1623283558,37377.777224,53972919007.616989

1623283619,37325.465756,53972919007.616989

1623283680,37278.481415,53972919007.616989

1623283741,37277.701046,53972919007.616989

1623283802,37307.953468,53972919007.616989

1623283863,37207.874008,53972919007.616989

1623283924,37161.432817,53972919007.616989

1623283985,37117.867145,53972919007.616989

1623284046,37123.103519,53972919007.616989

1623284107,37117.016090,53972919007.616989

1623284168,37074.045603,53972919007.616989

1623284229,37104.978274,53972919007.616989

1623284290,37146.410627,53972919007.616989

1623284351,37079.901790,53972919007.616989

1623284412,37024.729129,53972919007.616989

1623284473,36983.747329,53972919007.616989

1623284534,36959.672435,53972919007.616989

1623284595,36986.615128,53972919007.616989

1623284656,37029.231407,53972919007.616989

1623284717,37053.399609,53972919007.616989

1623284778,37096.046871,53972919007.616989

1623284839,37147.652877,53972919007.616989

1623284900,37158.238692,53972919007.616989

1623284961,37178.811448,53972919007.616989

1623285022,37242.200644,53972919007.616989

1623285083,37125.776950,53972919007.616989

1623285144,37157.975461,53972919007.616989

1623285205,37133.336017,53972919007.616989

1623285266,37147.270846,53972919007.616989

1623285327,37127.258654,53972919007.616989

1623285388,37127.992290,53972919007.616989

