timestamp,price,volume

1623273236,36502.848631,52405823786.581390

1623273297,36552.027387,52426234835.960106

1623273357,36551.864550,52446416368.332542

1623273417,36578.800668,52425829590.118874

1623273478,36579.119482,52440573980.299057

1623273538,36509.462956,52413942335.570389

1623273598,36383.497769,52365970430.341553

1623273658,36349.000387,52305870870.144821

1623273719,36364.569176,52298248317.709190

1623273779,36236.871585,52195057098.137169

1623273839,36265.561926,52152048669.960220

1623273899,36277.809445,52167538191.772736

1623273959,36265.175269,52156038324.819229

1623274020,36314.903544,52164895682.295708

1623274081,36323.159219,52183836809.283737

1623274141,36301.401495,52145182733.211678

1623274201,36330.890550,52146384049.660065

1623274262,36257.188922,52137591244.276581

1623274322,36306.212557,52104457626.478371

1623274382,36374.906374,52142743322.203415

1623274442,36444.196717,52195850887.736153

1623274503,36491.813499,52325942767.868881

1623274563,36413.756784,52326332358.598190

1623274623,36420.504093,52294725123.974792

1623274683,36402.521838,52289057995.336090

1623274744,36410.701344,52128808509.997795

1623274804,36488.245962,52287725416.147697

1623274864,36450.521234,52327002232.679909

1623274925,36459.435873,52309938773.599670

1623274985,36492.176976,52318315386.651222

1623275045,36525.376416,52324242726.213852

1623275105,36567.165395,52348326050.310989

1623275166,36610.048704,52382849763.614670

1623275226,36703.821484,52449629973.779800

1623275286,36711.440241,52476259907.420074

1623275346,36770.211266,52501526579.880203

1623275407,36749.157638,52546333201.098763

1623275467,36713.639832,52531384331.706116

1623275527,36722.946569,52521170420.791832

1623275587,36696.347811,52558056916.542084

1623275648,36675.781356,52534773545.480873

1623275708,36700.944794,52545133288.780617

1623275768,36727.728041,52540957721.965950

1623275829,36715.441154,52553080059.592255

1623275889,36697.090702,52537861974.225243

1623275949,36690.992134,52554144298.538933

1623276009,36663.589872,52549451083.098175

1623276070,36676.591193,52537692209.213333

1623276130,36623.050201,52459064004.778023

1623276190,36652.266439,51922821939.950195

1623276251,36654.142960,51925054596.157310

1623276311,36656.247916,51907678552.687309

1623276371,36656.634495,51908853562.958290

1623276431,36670.970640,51913149433.970909

1623276492,36679.197685,51921684063.063782

1623276552,36656.996391,51917913331.740387

1623276613,36614.695915,51900466622.169121

1623276673,36552.978244,51881524191.324684

1623276733,36607.997577,51875571032.854332

1623276794,36628.543184,51907448161.509087

1623276854,36616.988892,51900878651.822762

1623276914,36653.504116,51911949374.462372

1623276975,36682.608718,51936213628.781219

1623277035,36770.119721,52018292133.598946

1623277095,36785.811468,52073242070.859741

1623277155,36821.028753,52092782312.555344

1623277215,36872.894893,52227975654.040260

1623277276,36924.181275,52277077462.124275

1623277336,36907.965034,52300208897.755737

1623277396,36858.490835,52341235791.307625

1623277456,36845.610126,52324454815.064247

1623277517,36872.087217,52331176567.401581

1623277577,36924.000318,52393170122.809303

1623277637,37043.843183,52474931006.612526

1623277697,37113.059025,52628262095.642128

1623277757,37222.021700,52844415654.543304

1623277818,37178.901789,52890433110.312500

1623277878,37197.521047,52893224232.384628

1623277938,37179.036540,52950523501.836037

1623277998,37131.838411,52926745287.842514

1623278059,37078.306289,52895095881.190842

1623278119,37034.499009,52883475004.548569

1623278179,37014.183204,52865163770.908295

1623278239,37050.116057,52874647791.708244

1623278300,37120.996845,52904508008.103020

1623278360,37141.863944,52943070997.045021

1623278421,37135.158550,52951090789.121918

1623278481,37162.516081,53001676529.690430

1623278541,37103.708625,53000549150.415344

1623278602,37139.426728,52995603884.201363

1623278662,37090.718089,53032756346.360886

1623278722,37122.910554,53024461453.636162

1623278782,37126.068333,53038938823.655525

1623278843,37190.039839,53075985598.741768

1623278903,37190.039839,53075985598.741768

1623278963,37165.955879,53101887255.978882

1623279023,37110.631991,53626843053.719673

1623279084,37116.435242,53618484997.490723

1623279144,37080.002926,53600479485.212303

1623279205,37080.002926,53600479485.212303

1623279265,37214.307162,53653158389.823471

1623279325,37158.341393,53768054602.855156

1623279386,37158.341393,53768054602.855156

1623279446,37121.513758,53722995635.129631

1623279506,37156.435831,53734057185.802315

1623279566,37156.435831,53734057185.802315

1623279627,37115.538184,53744421522.896683

1623279687,37039.797427,53677582482.752907

1623279747,37041.358368,53624694015.714447

1623279807,37015.259869,53615928763.834938

1623279868,37006.870590,53553863664.081802

1623279928,37021.747684,53557746632.637016

1623279988,37072.537243,53578372973.433983

1623280049,37090.471411,53597740753.180405

1623280109,37140.408518,53620022013.275841

1623280169,37140.747512,53642059720.796829

1623280229,37189.860387,53712006171.013931

1623280290,37192.392143,53744124215.020370

1623280350,37175.011351,53749456377.738983

1623280410,37233.576953,53812879165.295799

1623280471,37374.085034,53905663811.828674

1623280531,37300.216585,53961032952.589142

1623280591,37263.210635,54005018541.934555

1623280652,37206.776149,53975581573.430656

1623280713,37235.109001,53971041665.379135

1623280773,37232.169464,54001381069.982933

1623280833,37249.000628,54003808383.516449

1623280894,37257.327783,54016700716.607536

1623280954,37211.865991,54020594833.205154

1623281014,37236.473694,54011416181.264343

1623281075,37239.568060,54021678981.394035

1623281135,37281.870623,54051668044.549278

1623281195,37241.155771,54058277840.679855

1623281255,37255.243433,54046588616.457535

1623281316,37361.515041,54066334067.802391

1623281376,37348.867307,54120563839.769981

1623281436,37404.373483,54143379587.873672

1623281496,37472.210892,54233691335.294548

1623281557,37414.032089,54255180218.009460

1623281617,37439.146663,54247216804.715302

1623281677,37412.335248,54309565273.490295

1623281737,37424.219265,54310202595.114021

1623281798,37495.527910,54351615621.065079

1623281858,37467.005294,54413983917.953987

1623281918,37480.168980,54413493293.782677

1623281978,37517.835944,54436609349.690163

1623282038,37520.569295,54499131267.175217

1623282099,37537.371150,54514867046.244980

1623282159,37508.633226,54527310300.733887

1623282219,37422.337978,54524471137.380936

1623282280,37441.137781,54506739079.597549

1623282340,37422.821724,54510234293.781448

1623282400,37372.932112,54460324753.091125

1623282460,37383.272150,54451156345.120293

1623282521,37419.867153,54466062948.304047

1623282581,37451.048991,54020456986.418999

1623282641,37447.941085,54045077850.564964

1623282702,37402.426548,54033788290.879120

1623282762,37374.158547,53995729927.915962

1623282822,37382.033444,53999351964.323463

1623282882,37341.688572,53993959164.031898

1623282943,37369.240514,54024855677.237106

1623283003,37333.236363,54030700286.418556

1623283063,37290.991776,54008252567.329514

1623283123,37291.563905,53952513574.130272

1623283183,37345.121486,53972919007.616989

1623283244,37389.515651,54011876941.582710

1623283304,37426.801603,54006689523.039314

1623283365,37364.750901,53954560950.940819

1623283425,37575.558018,54047559008.031281

